100 1000
38 69 62
38 72 42
38 73 56
38 76 63
38 40 68
38 82 41
38 51 78
38 52 98
38 53 30
38 87 46
38 57 53
38 58 69
38 61 51
39 64 46
39 97 91
39 79 97
39 75 43
39 47 100
39 48 71
39 49 96
39 53 62
39 55 86
39 56 39
39 88 65
39 63 25
39 93 92
39 95 13
40 64 73
40 65 61
40 66 22
40 68 57
40 45 64
40 50 78
40 84 63
40 89 84
40 57 95
40 61 100
41 98 24
41 69 65
41 81 5
41 73 23
41 74 53
41 46 50
41 47 67
41 49 90
41 86 73
41 88 23
41 58 27
42 96 44
42 65 87
42 67 34
42 68 78
42 69 20
42 97 89
42 74 81
42 87 34
42 76 58
42 45 7
42 49 53
42 57 52
42 56 12
42 89 57
43 65 82
43 100 69
43 69 25
43 97 5
43 74 44
43 75 30
43 76 16
43 45 76
43 47 40
43 81 81
43 50 31
43 58 56
43 59 85
43 95 22
44 99 42
44 75 14
44 76 12
44 45 65
44 81 93
44 83 71
44 85 99
44 56 60
44 88 57
44 55 13
44 92 5
44 95 85
45 64 55
45 65 35
45 98 71
45 68 6
45 70 44
45 79 35
45 82 65
45 53 84
45 54 29
45 92 57
45 62 98
46 97 97
46 68 26
46 72 57
46 50 78
46 83 99
46 54 64
46 59 7
46 60 46
46 93 85
46 63 38
47 64 38
47 67 53
47 75 66
47 76 61
47 51 39
47 85 16
47 86 36
47 59 63
47 92 97
47 93 100
48 65 27
48 68 45
48 77 26
48 78 100
48 49 58
48 82 29
48 83 56
48 87 40
48 91 40
48 61 76
48 62 42
49 96 85
49 64 90
49 67 94
49 100 2
49 72 61
49 73 69
49 75 85
49 76 81
49 54 12
49 56 43
49 57 71
49 93 57
49 95 62
50 73 31
50 90 62
50 87 81
50 68 5
50 95 7
51 83 49
51 58 35
51 59 84
51 85 69
51 95 26
52 97 80
52 68 12
52 69 36
52 80 18
52 82 62
52 83 43
52 53 6
52 58 12
52 92 78
52 85 25
53 97 14
53 66 1
53 73 93
53 98 93
53 77 20
53 58 42
53 95 27
54 71 24
54 82 38
54 87 94
54 100 16
54 63 24
55 64 48
55 73 17
55 76 3
55 61 44
55 81 32
55 82 52
55 84 54
55 87 55
55 93 49
56 96 7
56 98 39
56 75 87
56 78 14
56 82 6
56 84 16
56 90 41
56 60 51
56 94 92
56 95 8
57 64 25
57 98 29
57 99 37
57 77 89
57 80 76
57 81 93
57 91 60
57 95 40
58 64 32
58 97 77
58 99 2
58 76 61
58 86 15
58 62 49
59 75 18
59 70 64
59 63 28
60 96 60
60 68 60
60 73 30
60 75 33
60 83 90
60 61 15
60 62 7
61 99 34
61 77 4
61 78 24
61 82 82
61 83 71
61 84 64
61 85 78
61 86 24
61 62 78
61 63 14
62 75 18
63 100 53
63 75 56
63 76 79
63 89 70
63 90 77
63 93 42
64 96 60
64 99 32
64 72 86
64 78 44
64 82 11
64 85 67
64 86 79
65 66 92
65 70 47
65 79 76
65 81 30
65 82 50
65 85 87
65 86 81
65 89 62
65 92 95
66 97 62
66 72 90
66 82 95
66 83 29
66 87 60
66 90 30
66 92 50
66 95 32
67 96 4
67 73 15
67 80 17
67 83 1
67 86 4
67 88 51
67 92 58
68 69 52
68 73 55
68 77 89
68 79 26
68 86 14
68 88 47
68 90 73
68 93 98
69 77 91
69 82 67
69 84 93
69 85 92
69 90 29
69 92 79
70 76 47
70 79 49
70 80 62
70 81 85
70 84 93
70 85 90
70 86 4
70 95 95
71 90 65
71 100 78
71 86 54
71 87 29
72 96 33
72 98 83
72 100 16
72 77 17
72 81 33
72 88 44
72 94 40
73 100 88
73 78 32
73 95 55
74 75 88
74 100 52
74 86 67
74 95 14
75 93 61
76 79 91
76 80 6
76 81 14
76 84 32
76 91 89
76 92 8
77 91 67
77 99 74
77 92 63
77 86 94
78 97 96
78 85 40
78 95 46
79 96 75
79 81 97
79 82 77
79 100 88
79 86 1
80 99 18
80 84 48
80 85 84
80 87 43
80 93 78
80 94 55
81 88 45
81 98 88
81 99 100
81 92 55
81 85 11
82 86 79
83 88 54
83 84 23
83 92 72
84 97 25
84 90 85
84 91 47
84 100 31
84 94 40
85 97 59
85 98 70
85 99 86
86 100 73
86 87 81
87 88 94
87 97 32
87 95 31
88 96 79
88 99 20
88 91 81
88 95 10
89 92 41
89 90 35
89 100 45
90 95 82
91 98 6
91 99 53
91 94 75
92 100 63
93 98 57
93 99 32
95 96 38
95 99 87
